title,year,duration,rating,director,movie_url
The Muppet Movie,1979,1h 35min,7.6,James Frawley,https://www.imdb.com/title/tt0079588/
Mad Max 2: The Road Warrior,1981,1h 36min,7.6,George Miller,https://www.imdb.com/title/tt0082694/
On Golden Pond,1981,1h 49min,7.6,Mark Rydell,https://www.imdb.com/title/tt0082846/
Blood Simple,1984,1h 39min,7.6,Joel Coen,https://www.imdb.com/title/tt0086979/
The Naked Gun: From the Files of Police Squad!,1988,1h 25min,7.6,David Zucker,https://www.imdb.com/title/tt0095705/
The Hunt for Red October,1990,2h 15min,7.6,John McTiernan,https://www.imdb.com/title/tt0099810/
Lethal Weapon,1987,1h 49min,7.6,Richard Donner,https://www.imdb.com/title/tt0093409/
Withnail & I,1987,1h 47min,7.6,Bruce Robinson,https://www.imdb.com/title/tt0094336/
When Harry Met Sally...,1989,1h 35min,7.6,Rob Reiner,https://www.imdb.com/title/tt0098635/
Home Alone,1990,1h 43min,7.6,Chris Columbus,https://www.imdb.com/title/tt0099785/
Delicatessen,1991,1h 39min,7.6,Marc Caro,https://www.imdb.com/title/tt0101700/
My Cousin Vinny,1992,2h,7.6,Jonathan Lynn,https://www.imdb.com/title/tt0104952/
Three Colors: White,1994,1h 32min,7.6,Krzysztof Kieslowski,https://www.imdb.com/title/tt0111507/
Only Yesterday,1991,1h 58min,7.6,Isao Takahata,https://www.imdb.com/title/tt0102587/
Dazed and Confused,1993,1h 42min,7.6,Richard Linklater,https://www.imdb.com/title/tt0106677/
Apollo 13,1995,2h 20min,7.6,Ron Howard,https://www.imdb.com/title/tt0112384/
The Bridges of Madison County,1995,2h 15min,7.6,Clint Eastwood,https://www.imdb.com/title/tt0112579/
The Godfather: Part III,1990,2h 42min,7.6,Francis Ford Coppola,https://www.imdb.com/title/tt0099674/
Dark City,1998,1h 40min,7.6,Alex Proyas,https://www.imdb.com/title/tt0118929/
Lost Highway,1997,2h 14min,7.6,David Lynch,https://www.imdb.com/title/tt0116922/
Mulan,1998,1h 28min,7.6,Tony Bancroft,https://www.imdb.com/title/tt0120762/
Fear and Loathing in Las Vegas,1998,1h 58min,7.6,Terry Gilliam,https://www.imdb.com/title/tt0120669/
The Thin Red Line,1998,2h 50min,7.6,Terrence Malick,https://www.imdb.com/title/tt0120863/
American Psycho,2000,1h 41min,7.6,Mary Harron,https://www.imdb.com/title/tt0144084/
Minority Report,2002,2h 25min,7.6,Steven Spielberg,https://www.imdb.com/title/tt0181689/
Traffic,2000,2h 27min,7.6,Steven Soderbergh,https://www.imdb.com/title/tt0181865/
The Others,2001,1h 44min,7.6,Alejandro Amenábar,https://www.imdb.com/title/tt0230600/
Y Tu Mamá También,2001,1h 46min,7.6,Alfonso Cuarón,https://www.imdb.com/title/tt0245574/
Harry Potter and the Sorcerer's Stone,2001,2h 32min,7.6,Chris Columbus,https://www.imdb.com/title/tt0241527/
Enemy at the Gates,2001,2h 11min,7.6,Jean-Jacques Annaud,https://www.imdb.com/title/tt0215750/
The Royal Tenenbaums,2001,1h 50min,7.6,Wes Anderson,https://www.imdb.com/title/tt0265666/
Die Hard with a Vengeance,1995,2h 8min,7.6,John McTiernan,https://www.imdb.com/title/tt0112864/
Battle Royale,2000,1h 54min,7.6,Kinji Fukasaku,https://www.imdb.com/title/tt0266308/
I Am Sam,2001,2h 12min,7.6,Jessie Nelson,https://www.imdb.com/title/tt0277027/
21 Grams,2003,2h 4min,7.6,Alejandro G. Iñárritu,https://www.imdb.com/title/tt0315733/
25th Hour,2002,2h 15min,7.6,Spike Lee,https://www.imdb.com/title/tt0307901/
The Butterfly Effect,2004,1h 53min,7.6,Eric Bress,https://www.imdb.com/title/tt0289879/
The Station Agent,2003,1h 29min,7.6,Tom McCarthy,https://www.imdb.com/title/tt0340377/
A Very Long Engagement,2004,2h 13min,7.6,Jean-Pierre Jeunet,https://www.imdb.com/title/tt0344510/
Sympathy for Mr. Vengeance,2002,2h 9min,7.6,Park Chan-Wook,https://www.imdb.com/title/tt0310775/
Mysterious Skin,2004,1h 45min,7.6,Gregg Araki,https://www.imdb.com/title/tt0370986/
Lord of War,2005,2h 2min,7.6,Andrew Niccol,https://www.imdb.com/title/tt0399295/
Saw,2004,1h 43min,7.6,James Wan,https://www.imdb.com/title/tt0387564/
Match Point,2005,2h 4min,7.6,Woody Allen,https://www.imdb.com/title/tt0416320/
Dead Man's Shoes,2004,1h 30min,7.6,Shane Meadows,https://www.imdb.com/title/tt0419677/
300,2006,1h 57min,7.6,Zack Snyder,https://www.imdb.com/title/tt0416449/
The Illusionist,2006,1h 50min,7.6,Neil Burger,https://www.imdb.com/title/tt0443543/
Watchmen,2009,2h 42min,7.6,Zack Snyder,https://www.imdb.com/title/tt0409459/
Harry Potter and the Half-Blood Prince,2009,2h 33min,7.6,David Yates,https://www.imdb.com/title/tt0417741/
Fearless,2006,1h 44min,7.6,Ronny Yu,https://www.imdb.com/title/tt0446059/
La Vie En Rose,2007,2h 20min,7.6,Olivier Dahan,https://www.imdb.com/title/tt0450188/
Inside Man,2006,2h 9min,7.6,Spike Lee,https://www.imdb.com/title/tt0454848/
Gone Baby Gone,2007,1h 54min,7.6,Ben Affleck,https://www.imdb.com/title/tt0452623/
The Secret of Kells,2009,1h 15min,7.6,Tomm Moore,https://www.imdb.com/title/tt0485601/
Stardust,2007,2h 7min,7.6,Matthew Vaughn,https://www.imdb.com/title/tt0486655/
Eastern Promises,2007,1h 40min,7.6,David Cronenberg,https://www.imdb.com/title/tt0765443/
Seven Pounds,2008,2h 3min,7.6,Gabriele Muccino,https://www.imdb.com/title/tt0814314/
The Blind Side,2009,2h 9min,7.6,John Lee Hancock,https://www.imdb.com/title/tt0878804/
The Visitor,2007,1h 44min,7.6,Tom McCarthy,https://www.imdb.com/title/tt0857191/
The Wave,2008,1h 47min,7.6,Dennis Gansel,https://www.imdb.com/title/tt1063669/
Sherlock Holmes,2009,2h 8min,7.6,Guy Ritchie,https://www.imdb.com/title/tt0988045/
The Skin I Live In,2011,2h,7.6,Pedro Almodóvar,https://www.imdb.com/title/tt1189073/
Celda 211,2009,1h 53min,7.6,Daniel Monzón,https://www.imdb.com/title/tt1242422/
Moneyball,2011,2h 13min,7.6,Bennett Miller,https://www.imdb.com/title/tt1210166/
50/50,2011,1h 40min,7.6,Jonathan Levine,https://www.imdb.com/title/tt1306980/
Kick-Ass,2010,1h 57min,7.6,Matthew Vaughn,https://www.imdb.com/title/tt1250777/
In a Better World,2010,1h 58min,7.6,Susanne Bier,https://www.imdb.com/title/tt1340107/
Despicable Me,2010,1h 35min,7.6,Pierre Coffin,https://www.imdb.com/title/tt1323594/
Zombieland,2009,1h 28min,7.6,Ruben Fleischer,https://www.imdb.com/title/tt1156398/
True Grit,2010,1h 50min,7.6,Ethan Coen,https://www.imdb.com/title/tt1403865/
A Star Is Born,2018,2h 16min,7.6,Bradley Cooper,https://www.imdb.com/title/tt1517451/
Leviathan,2014,2h 20min,7.6,Andrey Zvyagintsev,https://www.imdb.com/title/tt2802154/
The Raid: Redemption,2011,1h 41min,7.6,Gareth Evans,https://www.imdb.com/title/tt1899353/
Philomena,2013,1h 38min,7.6,Stephen Frears,https://www.imdb.com/title/tt2431286/
End of Watch,2012,1h 49min,7.6,David Ayer,https://www.imdb.com/title/tt1855199/
The Body,2012,1h 52min,7.6,Oriol Paulo,https://www.imdb.com/title/tt1937149/
Hell or High Water,2016,1h 42min,7.6,David Mackenzie,https://www.imdb.com/title/tt2582782/
Bridge of Spies,2015,2h 22min,7.6,Steven Spielberg,https://www.imdb.com/title/tt3682448/
Sicario,2015,2h 1min,7.6,Denis Villeneuve,https://www.imdb.com/title/tt3397884/
Incredibles 2,2018,1h 58min,7.6,Brad Bird,https://www.imdb.com/title/tt3606756/
Moana,2016,1h 47min,7.6,Ron Clements,https://www.imdb.com/title/tt3521164/
Creed,2015,2h 13min,7.6,Ryan Coogler,https://www.imdb.com/title/tt3076658/
Only the Brave,2017,2h 14min,7.6,Joseph Kosinski,https://www.imdb.com/title/tt3829920/
Guardians of the Galaxy Vol. 2,2017,2h 16min,7.6,James Gunn,https://www.imdb.com/title/tt3896198/
Goldfinger,1964,1h 50min,7.7,Guy Hamilton,https://www.imdb.com/title/tt0058150/
Baby Driver,2017,1h 53min,7.6,Edgar Wright,https://www.imdb.com/title/tt3890160/
Cape Fear,1962,1h 46min,7.7,J. Lee Thompson,https://www.imdb.com/title/tt0055824/
The Birds,1963,1h 59min,7.7,Alfred Hitchcock,https://www.imdb.com/title/tt0056869/
Repulsion,1965,1h 45min,7.7,Roman Polanski,https://www.imdb.com/title/tt0059646/
A Man for All Seasons,1966,2h,7.7,Fred Zinnemann,https://www.imdb.com/title/tt0060665/
Zulu,1964,2h 18min,7.7,Cy Endfield,https://www.imdb.com/title/tt0058777/
The Dirty Dozen,1967,2h 30min,7.7,Robert Aldrich,https://www.imdb.com/title/tt0061578/
The Odd Couple,1968,1h 45min,7.7,Gene Saks,https://www.imdb.com/title/tt0063374/
Belle de Jour,1967,1h 40min,7.7,Luis Buñuel,https://www.imdb.com/title/tt0061395/
The French Connection,1971,1h 44min,7.7,William Friedkin,https://www.imdb.com/title/tt0067116/
Dirty Harry,1971,1h 42min,7.7,Don Siegel,https://www.imdb.com/title/tt0066999/
Deliverance,1972,1h 49min,7.7,John Boorman,https://www.imdb.com/title/tt0068473/
Enter the Dragon,1973,1h 42min,7.7,Robert Clouse,https://www.imdb.com/title/tt0070034/
Serpico,1973,2h 10min,7.7,Sidney Lumet,https://www.imdb.com/title/tt0070666/
Love and Death,1975,1h 25min,7.7,Woody Allen,https://www.imdb.com/title/tt0073312/
Blazing Saddles,1974,1h 33min,7.7,Mel Brooks,https://www.imdb.com/title/tt0071230/
The Tenant,1976,2h 6min,7.7,Roman Polanski,https://www.imdb.com/title/tt0074811/
Halloween,1978,1h 31min,7.7,John Carpenter,https://www.imdb.com/title/tt0077651/
The Taking of Pelham One Two Three,1974,1h 44min,7.7,Joseph Sargent,https://www.imdb.com/title/tt0072251/
Lupin the Third: Castle of Cagliostro,1979,1h 42min,7.7,Hayao Miyazaki,https://www.imdb.com/title/tt0079833/
Airplane!,1980,1h 28min,7.7,Jim Abrahams,https://www.imdb.com/title/tt0080339/
Ordinary People,1980,2h 4min,7.7,Robert Redford,https://www.imdb.com/title/tt0081283/
Star Trek II: The Wrath of Khan,1982,1h 53min,7.7,Nicholas Meyer,https://www.imdb.com/title/tt0084726/
First Blood,1982,1h 33min,7.7,Ted Kotcheff,https://www.imdb.com/title/tt0083944/
The Purple Rose of Cairo,1985,1h 22min,7.7,Woody Allen,https://www.imdb.com/title/tt0089853/
The Name of the Rose,1986,2h 10min,7.7,Jean-Jacques Annaud,https://www.imdb.com/title/tt0091605/
The Verdict,1982,2h 9min,7.7,Sidney Lumet,https://www.imdb.com/title/tt0084855/
After Hours,1985,1h 37min,7.7,Martin Scorsese,https://www.imdb.com/title/tt0088680/
Zelig,1983,1h 19min,7.7,Woody Allen,https://www.imdb.com/title/tt0086637/
Blue Velvet,1986,2h,7.7,David Lynch,https://www.imdb.com/title/tt0090756/
Down by Law,1986,1h 47min,7.7,Jim Jarmusch,https://www.imdb.com/title/tt0090967/
The Last Emperor,1987,2h 43min,7.7,Bernardo Bertolucci,https://www.imdb.com/title/tt0093389/
Empire of the Sun,1987,2h 33min,7.7,Steven Spielberg,https://www.imdb.com/title/tt0092965/
Fried Green Tomatoes,1991,2h 10min,7.7,Jon Avnet,https://www.imdb.com/title/tt0101921/
Night on Earth,1991,2h 9min,7.7,Jim Jarmusch,https://www.imdb.com/title/tt0102536/
Evil Dead II,1987,1h 24min,7.7,Sam Raimi,https://www.imdb.com/title/tt0092991/
Who Framed Roger Rabbit,1988,1h 44min,7.7,Robert Zemeckis,https://www.imdb.com/title/tt0096438/
Miller's Crossing,1990,1h 55min,7.7,Joel Coen,https://www.imdb.com/title/tt0100150/
The Vanishing,1988,1h 47min,7.7,George Sluizer,https://www.imdb.com/title/tt0096163/
Barton Fink,1991,1h 56min,7.7,Joel Coen,https://www.imdb.com/title/tt0101410/
A Few Good Men,1992,2h 18min,7.7,Rob Reiner,https://www.imdb.com/title/tt0104257/
Glengarry Glen Ross,1992,1h 40min,7.7,James Foley,https://www.imdb.com/title/tt0104348/
The Last of the Mohicans,1992,1h 52min,7.7,Michael Mann,https://www.imdb.com/title/tt0104691/
Porco Rosso,1992,1h 34min,7.7,Hayao Miyazaki,https://www.imdb.com/title/tt0104652/
Short Cuts,1993,3h 8min,7.7,Robert Altman,https://www.imdb.com/title/tt0108122/
The Muppet Christmas Carol,1992,1h 25min,7.7,Brian Henson,https://www.imdb.com/title/tt0104940/
Philadelphia,1993,2h 5min,7.7,Jonathan Demme,https://www.imdb.com/title/tt0107818/
What's Eating Gilbert Grape,1993,1h 58min,7.7,Lasse Hallström,https://www.imdb.com/title/tt0108550/
Malcolm X,1992,3h 22min,7.7,Spike Lee,https://www.imdb.com/title/tt0104797/
Fallen Angels,1995,1h 39min,7.7,Kar-Wai Wong,https://www.imdb.com/title/tt0112913/
A Little Princess,1995,1h 37min,7.7,Alfonso Cuarón,https://www.imdb.com/title/tt0113670/
Clerks,1994,1h 32min,7.7,Kevin Smith,https://www.imdb.com/title/tt0109445/
The Postman,1994,1h 48min,7.7,Michael Radford,https://www.imdb.com/title/tt0110877/
Hamlet,1996,4h 2min,7.7,Kenneth Branagh,https://www.imdb.com/title/tt0116477/
Primal Fear,1996,2h 9min,7.7,Gregory Hoblit,https://www.imdb.com/title/tt0117381/
Shine,1996,1h 45min,7.7,Scott Hicks,https://www.imdb.com/title/tt0117631/
Sense and Sensibility,1995,2h 16min,7.7,Ang Lee,https://www.imdb.com/title/tt0114388/
Le Dîner de Cons,1998,1h 20min,7.7,Francis Veber,https://www.imdb.com/title/tt0119038/
The Fifth Element,1997,2h 6min,7.7,Luc Besson,https://www.imdb.com/title/tt0119116/
Donnie Brasco,1997,2h 7min,7.7,Mike Newell,https://www.imdb.com/title/tt0119008/
Taste of Cherry,1997,1h 35min,7.7,Abbas Kiarostami,https://www.imdb.com/title/tt0120265/
As Good as It Gets,1997,2h 19min,7.7,James L. Brooks,https://www.imdb.com/title/tt0119822/
Being John Malkovich,1999,1h 53min,7.7,Spike Jonze,https://www.imdb.com/title/tt0120601/
Open Your Eyes,1997,1h 59min,7.7,Alejandro Amenábar,https://www.imdb.com/title/tt0125659/
Rushmore,1998,1h 33min,7.7,Wes Anderson,https://www.imdb.com/title/tt0128445/
Happiness,1998,2h 14min,7.7,Todd Solondz,https://www.imdb.com/title/tt0147612/
Run Lola Run,1998,1h 20min,7.7,Tom Tykwer,https://www.imdb.com/title/tt0130827/
Training Day,2001,2h 2min,7.7,Antoine Fuqua,https://www.imdb.com/title/tt0139654/
"South Park: Bigger, Longer & Uncut",1999,1h 21min,7.7,Trey Parker,https://www.imdb.com/title/tt0158983/
Office Space,1999,1h 29min,7.7,Mike Judge,https://www.imdb.com/title/tt0151804/
"O Brother, Where Art Thou?",2000,1h 47min,7.7,Joel Coen,https://www.imdb.com/title/tt0190590/
Vampire Hunter D: Bloodlust,2000,1h 43min,7.7,Jack Fletcher,https://www.imdb.com/title/tt0216651/
Interstate 60: Episodes of the Road,2002,1h 56min,7.7,Bob Gale,https://www.imdb.com/title/tt0165832/
Ocean's Eleven,2001,1h 56min,7.7,Steven Soderbergh,https://www.imdb.com/title/tt0240772/
The Count of Monte Cristo,2002,2h 11min,7.7,Kevin Reynolds,https://www.imdb.com/title/tt0245844/
Billy Elliot,2000,1h 50min,7.7,Stephen Daldry,https://www.imdb.com/title/tt0249462/
Hedwig and the Angry Inch,2001,1h 35min,7.7,John Cameron Mitchell,https://www.imdb.com/title/tt0248845/
The Experiment,2001,2h,7.7,Oliver Hirschbiegel,https://www.imdb.com/title/tt0250258/
Road to Perdition,2002,1h 57min,7.7,Sam Mendes,https://www.imdb.com/title/tt0257044/
Black Book,2006,2h 25min,7.7,Paul Verhoeven,https://www.imdb.com/title/tt0389557/
Control,2007,2h 2min,7.7,Anton Corbijn,https://www.imdb.com/title/tt0421082/
Tangled,2010,1h 40min,7.7,Nathan Greno,https://www.imdb.com/title/tt0398286/
Lucky Number Slevin,2006,1h 50min,7.7,Paul McGuigan,https://www.imdb.com/title/tt0425210/
Joyeux Noel,2005,1h 56min,7.7,Christian Carion,https://www.imdb.com/title/tt0424205/
Zodiac,2007,2h 37min,7.7,David Fincher,https://www.imdb.com/title/tt0443706/
The Last King of Scotland,2006,2h 3min,7.7,Kevin Macdonald,https://www.imdb.com/title/tt0455590/
This Is England,2006,1h 41min,7.7,Shane Meadows,https://www.imdb.com/title/tt0480025/
After the Wedding,2006,2h,7.7,Susanne Bier,https://www.imdb.com/title/tt0457655/
The Girl Who Leapt Through Time,2006,1h 38min,7.7,Mamoru Hosoda,https://www.imdb.com/title/tt0808506/
Ex Machina,2014,1h 48min,7.7,Alex Garland,https://www.imdb.com/title/tt0470752/
Death Note,2006,2h 6min,7.7,Shûsuke Kaneko,https://www.imdb.com/title/tt0758742/
Flipped,2010,1h 30min,7.7,Rob Reiner,https://www.imdb.com/title/tt0817177/
Changeling,2008,2h 21min,7.7,Clint Eastwood,https://www.imdb.com/title/tt0824747/
Frost/Nixon,2008,2h 2min,7.7,Ron Howard,https://www.imdb.com/title/tt0870111/
Paprika,2006,1h 30min,7.7,Satoshi Kon,https://www.imdb.com/title/tt0851578/
Ponyo,2008,1h 41min,7.7,Hayao Miyazaki,https://www.imdb.com/title/tt0876563/
The Hangover,2009,1h 40min,7.7,Todd Phillips,https://www.imdb.com/title/tt1119646/
Harry Potter and the Deathly Hallows: Part 1,2010,2h 26min,7.7,David Yates,https://www.imdb.com/title/tt0926084/
Silver Linings Playbook,2012,2h 2min,7.7,David O. Russell,https://www.imdb.com/title/tt1045658/
Argo,2012,2h,7.7,Ben Affleck,https://www.imdb.com/title/tt1024648/
Skyfall,2012,2h 23min,7.7,Sam Mendes,https://www.imdb.com/title/tt1074638/
Beasts of No Nation,2015,2h 17min,7.7,Cary Joji Fukunaga,https://www.imdb.com/title/tt1365050/
X-Men: First Class,2011,2h 11min,7.7,Matthew Vaughn,https://www.imdb.com/title/tt1270798/
500 Days of Summer,2009,1h 35min,7.7,Marc Webb,https://www.imdb.com/title/tt1022603/
The Social Network,2010,2h,7.7,David Fincher,https://www.imdb.com/title/tt1285016/
Gravity,2013,1h 31min,7.7,Alfonso Cuarón,https://www.imdb.com/title/tt1454468/
Confessions,2010,1h 46min,7.7,Tetsuya Nakashima,https://www.imdb.com/title/tt1590089/
The Lego Movie,2014,1h 40min,7.7,Christopher Miller,https://www.imdb.com/title/tt1490017/
Midnight in Paris,2011,1h 34min,7.7,Woody Allen,https://www.imdb.com/title/tt1605783/
Detachment,2011,1h 38min,7.7,Tony Kaye,https://www.imdb.com/title/tt1683526/
Star Trek Into Darkness,2013,2h 12min,7.7,J.J. Abrams,https://www.imdb.com/title/tt1408101/
Wreck-It Ralph,2012,1h 41min,7.7,Rich Moore,https://www.imdb.com/title/tt1772341/
The Little Prince,2015,1h 48min,7.7,Mark Osborne,https://www.imdb.com/title/tt1754656/
Nebraska,2013,1h 55min,7.7,Alexander Payne,https://www.imdb.com/title/tt1821549/
The Broken Circle Breakdown,2012,1h 51min,7.7,Felix van Groeningen,https://www.imdb.com/title/tt2024519/
Rockstar,2011,2h 39min,7.7,Imtiaz Ali,https://www.imdb.com/title/tt1839596/
Blue Is the Warmest Colour,2013,3h,7.7,Abdellatif Kechiche,https://www.imdb.com/title/tt2278871/
The Past,2013,2h 10min,7.7,Asghar Farhadi,https://www.imdb.com/title/tt2404461/
Captain America: The Winter Soldier,2014,2h 16min,7.7,Anthony Russo,https://www.imdb.com/title/tt1843866/
Toy Story 4,2019,1h 40min,7.7,Josh Cooley,https://www.imdb.com/title/tt1979376/
Birdman or (The Unexpected Virtue of Ignorance),2014,1h 59min,7.7,Alejandro G. Iñárritu,https://www.imdb.com/title/tt2562232/
Kingsman: The Secret Service,2014,2h 9min,7.7,Matthew Vaughn,https://www.imdb.com/title/tt2802144/
A Man Called Ove,2015,1h 56min,7.7,Hannes Holm,https://www.imdb.com/title/tt4080728/
Me and Earl and the Dying Girl,2015,1h 45min,7.7,Alfonso Gomez-Rejon,https://www.imdb.com/title/tt2582496/
When Marnie Was There,2014,1h 43min,7.7,James Simone,https://www.imdb.com/title/tt3398268/
The Theory of Everything,2014,2h 3min,7.7,James Marsh,https://www.imdb.com/title/tt2980516/
The Fault in Our Stars,2014,2h 6min,7.7,Josh Boone,https://www.imdb.com/title/tt2582846/
What We Do in the Shadows,2014,1h 26min,7.7,Jemaine Clement,https://www.imdb.com/title/tt3416742/
Mission: Impossible - Fallout,2018,2h 27min,7.7,Christopher McQuarrie,https://www.imdb.com/title/tt4912910/
Get Out,2017,1h 44min,7.7,Jordan Peele,https://www.imdb.com/title/tt5052448/
Wind River,2017,1h 47min,7.7,Taylor Sheridan,https://www.imdb.com/title/tt5362988/
God's Own Country,2017,1h 44min,7.7,Francis Lee,https://www.imdb.com/title/tt5635086/
Deadpool 2,2018,1h 59min,7.7,David Leitch,https://www.imdb.com/title/tt5463162/
Roma,2018,2h 15min,7.7,Alfonso Cuarón,https://www.imdb.com/title/tt6155172/
The Mitchells vs the Machines,2021,1h 53min,7.7,Michael Rianda,https://www.imdb.com/title/tt7979580/
A Quiet Place Part II,2020,1h 37min,7.7,John Krasinski,https://www.imdb.com/title/tt8332922/
Frankenstein,1931,1h 10min,7.8,James Whale,https://www.imdb.com/title/tt0021884/
The Lady Vanishes,1938,1h 36min,7.8,Alfred Hitchcock,https://www.imdb.com/title/tt0030341/
Duck Soup,1933,1h 9min,7.8,Leo McCarey,https://www.imdb.com/title/tt0023969/
Scarface,1932,1h 33min,7.8,Howard Hawks,https://www.imdb.com/title/tt0023427/
Gaslight,1944,1h 54min,7.8,George Cukor,https://www.imdb.com/title/tt0036855/
To Have and Have Not,1944,1h 40min,7.8,Howard Hawks,https://www.imdb.com/title/tt0037382/
Shadow of a Doubt,1943,1h 48min,7.8,Alfred Hitchcock,https://www.imdb.com/title/tt0036342/
The Bride of Frankenstein,1935,1h 15min,7.8,James Whale,https://www.imdb.com/title/tt0026138/
The African Queen,1951,1h 45min,7.8,John Huston,https://www.imdb.com/title/tt0043265/
Key Largo,1948,1h 40min,7.8,John Huston,https://www.imdb.com/title/tt0040506/
Red River,1948,2h 13min,7.8,Howard Hawks,https://www.imdb.com/title/tt0040724/
The Quiet Man,1952,2h 9min,7.8,John Ford,https://www.imdb.com/title/tt0045061/
Breathless,1960,1h 30min,7.8,Jean-Luc Godard,https://www.imdb.com/title/tt0053472/
The Innocents,1961,1h 40min,7.8,Jack Clayton,https://www.imdb.com/title/tt0055018/
Jules and Jim,1962,1h 45min,7.8,François Truffaut,https://www.imdb.com/title/tt0055032/
The Longest Day,1962,2h 58min,7.8,Ken Annakin,https://www.imdb.com/title/tt0056197/
Bonnie and Clyde,1967,1h 51min,7.8,Arthur Penn,https://www.imdb.com/title/tt0061418/
My Fair Lady,1964,2h 50min,7.8,George Cukor,https://www.imdb.com/title/tt0058385/
Mary Poppins,1964,2h 19min,7.8,Robert Stevenson,https://www.imdb.com/title/tt0058331/
Wait Until Dark,1967,1h 48min,7.8,Terence Young,https://www.imdb.com/title/tt0062467/
Midnight Cowboy,1969,1h 53min,7.8,John Schlesinger,https://www.imdb.com/title/tt0064665/
Guess Who's Coming to Dinner,1967,1h 48min,7.8,Stanley Kramer,https://www.imdb.com/title/tt0061735/
Willy Wonka & the Chocolate Factory,1971,1h 40min,7.8,Mel Stuart,https://www.imdb.com/title/tt0067992/
The Killer,1989,1h 51min,7.8,John Woo,https://www.imdb.com/title/tt0097202/
Cabaret,1972,2h 4min,7.8,Bob Fosse,https://www.imdb.com/title/tt0068327/
Awakenings,1990,2h 1min,7.8,Penny Marshall,https://www.imdb.com/title/tt0099077/
Hard Boiled,1992,2h 8min,7.8,John Woo,https://www.imdb.com/title/tt0104684/
Glory,1989,2h 2min,7.8,Edward Zwick,https://www.imdb.com/title/tt0097441/
Boyz n the Hood,1991,1h 52min,7.8,John Singleton,https://www.imdb.com/title/tt0101507/
Misery,1990,1h 47min,7.8,Rob Reiner,https://www.imdb.com/title/tt0100157/
A Bronx Tale,1993,2h 1min,7.8,Robert De Niro,https://www.imdb.com/title/tt0106489/
The Sandlot,1993,1h 41min,7.8,David Mickey Evans,https://www.imdb.com/title/tt0108037/
The Remains of the Day,1993,2h 14min,7.8,James Ivory,https://www.imdb.com/title/tt0107943/
The Fugitive,1993,2h 10min,7.8,Andrew Davis,https://www.imdb.com/title/tt0106977/
