title,year,duration,rating,director,movie_url
Darbareye Elly,2009,1h 59min,8,Asghar Farhadi,https://www.imdb.com/title/tt1360860/
Dev.D,2009,2h 24min,8,Anurag Kashyap,https://www.imdb.com/title/tt1327035/
The Help,2011,2h 26min,8,Tate Taylor,https://www.imdb.com/title/tt1454029/
The King's Speech,2010,1h 58min,8,Tom Hooper,https://www.imdb.com/title/tt1504320/
Elite Squad 2: The Enemy Within,2010,1h 55min,8,José Padilha,https://www.imdb.com/title/tt1555149/
The Revenant,2015,2h 36min,8,Alejandro G. Iñárritu,https://www.imdb.com/title/tt1663202/
Her,2013,2h 6min,8,Spike Jonze,https://www.imdb.com/title/tt1798709/
Blade Runner 2049,2017,2h 44min,8,Denis Villeneuve,https://www.imdb.com/title/tt1856101/
Guardians of the Galaxy,2014,2h 1min,8,James Gunn,https://www.imdb.com/title/tt2015381/
Deadpool,2016,1h 48min,8,Tim Miller,https://www.imdb.com/title/tt1431045/
The Imitation Game,2014,1h 54min,8,Morten Tyldum,https://www.imdb.com/title/tt2084970/
Short Term 12,2013,1h 36min,8,Destin Daniel Cretton,https://www.imdb.com/title/tt2370248/
Special 26,2013,2h 24min,8,Neeraj Pandey,https://www.imdb.com/title/tt2377938/
The Raid 2,2014,2h 30min,8,Gareth Evans,https://www.imdb.com/title/tt2265171/
Wonder,2017,1h 53min,8,Stephen Chbosky,https://www.imdb.com/title/tt2543472/
Gully Boy,2019,2h 34min,8,Zoya Akhtar,https://www.imdb.com/title/tt2395469/
Lion,2016,1h 58min,8,Garth Davis,https://www.imdb.com/title/tt3741834/
Baahubali: The Beginning,2015,2h 39min,8,S.S. Rajamouli,https://www.imdb.com/title/tt2631186/
The Martian,2015,2h 24min,8,Ridley Scott,https://www.imdb.com/title/tt3659388/
Zootopia,2016,1h 48min,8,Byron Howard,https://www.imdb.com/title/tt2948356/
Airlift,2016,2h 10min,8,Raja Menon,https://www.imdb.com/title/tt4387040/
La La Land,2016,2h 8min,8,Damien Chazelle,https://www.imdb.com/title/tt3783958/
Bajrangi Bhaijaan,2015,2h 43min,8,Kabir Khan,https://www.imdb.com/title/tt3863552/
Togo,2019,1h 53min,8,Ericson Core,https://www.imdb.com/title/tt5116302/
The Cabinet of Dr. Caligari,1920,1h 7min,8.1,Robert Wiene,https://www.imdb.com/title/tt0010323/
The General,1926,1h 7min,8.1,Clyde Bruckman,https://www.imdb.com/title/tt0017925/
Badhaai Ho,2018,2h 4min,8,Amit Ravindernath Sharma,https://www.imdb.com/title/tt7725596/
Sunrise,1927,1h 34min,8.1,F.W. Murnau,https://www.imdb.com/title/tt0018455/
The Passion of Joan of Arc,1928,1h 54min,8.1,Carl Theodor Dreyer,https://www.imdb.com/title/tt0019254/
The Circus,1928,1h 12min,8.1,Charles Chaplin,https://www.imdb.com/title/tt0018773/
Baby,2015,2h 39min,8,Neeraj Pandey,https://www.imdb.com/title/tt3848892/
It Happened One Night,1934,1h 45min,8.1,Frank Capra,https://www.imdb.com/title/tt0025316/
All Quiet on the Western Front,1930,2h 32min,8.1,Lewis Milestone,https://www.imdb.com/title/tt0020629/
Mr. Smith Goes to Washington,1939,2h 9min,8.1,Frank Capra,https://www.imdb.com/title/tt0031679/
La Grande Illusion,1937,1h 53min,8.1,Jean Renoir,https://www.imdb.com/title/tt0028950/
Rebecca,1940,2h 10min,8.1,Alfred Hitchcock,https://www.imdb.com/title/tt0032976/
The Grapes of Wrath,1940,2h 9min,8.1,John Ford,https://www.imdb.com/title/tt0032551/
Gone with the Wind,1939,3h 58min,8.1,Victor Fleming,https://www.imdb.com/title/tt0031381/
The Shop Around the Corner,1940,1h 39min,8.1,Ernst Lubitsch,https://www.imdb.com/title/tt0033045/
The Best Years of Our Lives,1946,2h 50min,8.1,William Wyler,https://www.imdb.com/title/tt0036868/
Ace in the Hole,1951,1h 51min,8.1,Billy Wilder,https://www.imdb.com/title/tt0043338/
White Heat,1949,1h 54min,8.1,Raoul Walsh,https://www.imdb.com/title/tt0042041/
The Third Man,1949,1h 33min,8.1,Carol Reed,https://www.imdb.com/title/tt0041959/
The Wages of Fear,1953,2h 11min,8.1,Henri-Georges Clouzot,https://www.imdb.com/title/tt0046268/
Rififi,1955,1h 58min,8.1,Jules Dassin,https://www.imdb.com/title/tt0048021/
Diabolique,1955,1h 57min,8.1,Henri-Georges Clouzot,https://www.imdb.com/title/tt0046911/
On the Waterfront,1954,1h 48min,8.1,Elia Kazan,https://www.imdb.com/title/tt0047296/
The 400 Blows,1959,1h 39min,8.1,François Truffaut,https://www.imdb.com/title/tt0053198/
The Bridge on the River Kwai,1957,2h 41min,8.1,David Lean,https://www.imdb.com/title/tt0050212/
Throne of Blood,1957,1h 50min,8.1,Akira Kurosawa,https://www.imdb.com/title/tt0050613/
The Hidden Fortress,1958,2h 6min,8.1,Akira Kurosawa,https://www.imdb.com/title/tt0051808/
Nights of Cabiria,1957,1h 50min,8.1,Federico Fellini,https://www.imdb.com/title/tt0050783/
Ben-Hur,1959,3h 32min,8.1,William Wyler,https://www.imdb.com/title/tt0052618/
Inherit the Wind,1960,2h 8min,8.1,Stanley Kramer,https://www.imdb.com/title/tt0053946/
The Virgin Spring,1960,1h 29min,8.1,Ingmar Bergman,https://www.imdb.com/title/tt0053976/
Sanjuro,1962,1h 36min,8.1,Akira Kurosawa,https://www.imdb.com/title/tt0056443/
Ivan's Childhood,1962,1h 24min,8.1,Andrei Tarkovsky,https://www.imdb.com/title/tt0056111/
The Red Shoes,1948,2h 15min,8.1,Michael Powell,https://www.imdb.com/title/tt0040725/
What Ever Happened to Baby Jane?,1962,2h 14min,8.1,Robert Aldrich,https://www.imdb.com/title/tt0056687/
Nausicaä of the Valley of the Wind,1984,1h 57min,8.1,Hayao Miyazaki,https://www.imdb.com/title/tt0087544/
The Man Who Shot Liberty Valance,1962,2h 3min,8.1,John Ford,https://www.imdb.com/title/tt0056217/
"Paris, Texas",1984,2h 25min,8.1,Wim Wenders,https://www.imdb.com/title/tt0087884/
Stand by Me,1986,1h 29min,8.1,Rob Reiner,https://www.imdb.com/title/tt0092005/
Platoon,1986,2h,8.1,Oliver Stone,https://www.imdb.com/title/tt0091763/
The Princess Bride,1987,1h 38min,8.1,Rob Reiner,https://www.imdb.com/title/tt0093779/
Farewell My Concubine,1993,2h 51min,8.1,Kaige Chen,https://www.imdb.com/title/tt0106332/
In the Name of the Father,1993,2h 13min,8.1,Jim Sheridan,https://www.imdb.com/title/tt0107207/
Dead Poets Society,1989,2h 8min,8.1,Peter Weir,https://www.imdb.com/title/tt0097165/
Raise the Red Lantern,1991,2h 5min,8.1,Yimou Zhang,https://www.imdb.com/title/tt0101640/
The Sacrifice,1986,2h 29min,8.1,Andrei Tarkovsky,https://www.imdb.com/title/tt0091670/
Three Colors: Red,1994,1h 39min,8.1,Krzysztof Kieslowski,https://www.imdb.com/title/tt0111495/
Chungking Express,1994,1h 42min,8.1,Kar-Wai Wong,https://www.imdb.com/title/tt0109424/
Before Sunrise,1995,1h 41min,8.1,Richard Linklater,https://www.imdb.com/title/tt0112471/
Andaz Apna Apna,1994,2h 40min,8.1,Rajkumar Santoshi,https://www.imdb.com/title/tt0109117/
Jurassic Park,1993,2h 7min,8.1,Steven Spielberg,https://www.imdb.com/title/tt0107290/
Underground,1995,2h 47min,8.1,Emir Kusturica,https://www.imdb.com/title/tt0114787/
La Haine,1995,1h 38min,8.1,Mathieu Kassovitz,https://www.imdb.com/title/tt0113247/
Dilwale Dulhania Le Jayenge,1995,3h 1min,8.1,Aditya Chopra,https://www.imdb.com/title/tt0112870/
Trainspotting,1996,1h 33min,8.1,Danny Boyle,https://www.imdb.com/title/tt0117951/
Fargo,1996,1h 38min,8.1,Joel Coen,https://www.imdb.com/title/tt0116282/
In the Mood for Love,2000,1h 38min,8.1,Kar-Wai Wong,https://www.imdb.com/title/tt0118694/
The Truman Show,1998,1h 43min,8.1,Peter Weir,https://www.imdb.com/title/tt0120382/
The Celebration,1998,1h 45min,8.1,Thomas Vinterberg,https://www.imdb.com/title/tt0154420/
The Legend of 1900,1998,2h 49min,8.1,Giuseppe Tornatore,https://www.imdb.com/title/tt0120731/
"Black Cat, White Cat",1998,2h 7min,8.1,Emir Kusturica,https://www.imdb.com/title/tt0118843/
The Big Lebowski,1998,1h 57min,8.1,Joel Coen,https://www.imdb.com/title/tt0118715/
Lagaan: Once Upon a Time in India,2001,3h 44min,8.1,Ashutosh Gowariker,https://www.imdb.com/title/tt0169102/
The Sixth Sense,1999,1h 47min,8.1,M. Night Shyamalan,https://www.imdb.com/title/tt0167404/
Amores Perros,2000,2h 34min,8.1,Alejandro G. Iñárritu,https://www.imdb.com/title/tt0245712/
Neon Genesis Evangelion: The End of Evangelion,1997,1h 27min,8.1,Hideaki Anno,https://www.imdb.com/title/tt0169858/
"Monsters, Inc.",2001,1h 32min,8.1,Pete Docter,https://www.imdb.com/title/tt0198781/
Finding Nemo,2003,1h 40min,8.1,Andrew Stanton,https://www.imdb.com/title/tt0266543/
Catch Me If You Can,2002,2h 21min,8.1,Steven Spielberg,https://www.imdb.com/title/tt0264464/
Before Sunset,2004,1h 20min,8.1,Richard Linklater,https://www.imdb.com/title/tt0381681/
Kill Bill: Vol. 1,2003,1h 51min,8.1,Quentin Tarantino,https://www.imdb.com/title/tt0266697/
Memories of Murder,2003,2h 12min,8.1,Bong Joon Ho,https://www.imdb.com/title/tt0353969/
Munna Bhai M.B.B.S.,2003,2h 36min,8.1,Rajkumar Hirani,https://www.imdb.com/title/tt0374887/
Hotel Rwanda,2004,2h 1min,8.1,Terry George,https://www.imdb.com/title/tt0395169/
Million Dollar Baby,2004,2h 12min,8.1,Clint Eastwood,https://www.imdb.com/title/tt0405159/
Rang De Basanti,2006,2h 47min,8.1,Rakeysh Omprakash Mehra,https://www.imdb.com/title/tt0405508/
Nobody Knows,2004,2h 21min,8.1,Hirokazu Koreeda,https://www.imdb.com/title/tt0408664/
Mary and Max,2009,1h 32min,8.1,Adam Elliot,https://www.imdb.com/title/tt0978762/
Into the Wild,2007,2h 28min,8.1,Sean Penn,https://www.imdb.com/title/tt0758758/
V for Vendetta,2005,2h 12min,8.1,James McTeigue,https://www.imdb.com/title/tt0434409/
No Country for Old Men,2007,2h 2min,8.1,Ethan Coen,https://www.imdb.com/title/tt0477348/
How to Train Your Dragon,2010,1h 38min,8.1,Dean DeBlois,https://www.imdb.com/title/tt0892769/
Hachi: A Dog's Tale,2009,1h 33min,8.1,Lasse Hallström,https://www.imdb.com/title/tt1028532/
Departures,2008,2h 10min,8.1,Yôjirô Takita,https://www.imdb.com/title/tt1069238/
Gran Torino,2008,1h 56min,8.1,Clint Eastwood,https://www.imdb.com/title/tt1205489/
A Wednesday,2008,1h 44min,8.1,Neeraj Pandey,https://www.imdb.com/title/tt1280558/
Warrior,2011,2h 20min,8.1,Gavin O'Connor,https://www.imdb.com/title/tt1291584/
Harry Potter and the Deathly Hallows: Part 2,2011,2h 10min,8.1,David Yates,https://www.imdb.com/title/tt1201607/
Zack Snyder's Justice League,2021,4h 2min,8.1,Zack Snyder,https://www.imdb.com/title/tt12361974/
Mad Max: Fury Road,2015,2h,8.1,George Miller,https://www.imdb.com/title/tt1392190/
Prisoners,2013,2h 33min,8.1,Denis Villeneuve,https://www.imdb.com/title/tt1392214/
Udaan,2010,2h 14min,8.1,Vikramaditya Motwane,https://www.imdb.com/title/tt1639426/
Kahaani,2012,2h 2min,8.1,Sujoy Ghosh,https://www.imdb.com/title/tt1821480/
Ford v Ferrari,2019,2h 32min,8.1,James Mangold,https://www.imdb.com/title/tt1950186/
Rush,2013,2h 3min,8.1,Ron Howard,https://www.imdb.com/title/tt1979320/
Spotlight,2015,2h 9min,8.1,Tom McCarthy,https://www.imdb.com/title/tt1895587/
Song of the Sea,2014,1h 33min,8.1,Tomm Moore,https://www.imdb.com/title/tt1865505/
12 Years a Slave,2013,2h 14min,8.1,Steve McQueen,https://www.imdb.com/title/tt2024544/
Inside Out,2015,1h 35min,8.1,Pete Docter,https://www.imdb.com/title/tt2096673/
Barfi!,2012,2h 31min,8.1,Anurag Basu,https://www.imdb.com/title/tt2082197/
Hacksaw Ridge,2016,2h 19min,8.1,Mel Gibson,https://www.imdb.com/title/tt2119532/
Wolf Children,2012,1h 57min,8.1,Mamoru Hosoda,https://www.imdb.com/title/tt2140203/
Gone Girl,2014,2h 29min,8.1,David Fincher,https://www.imdb.com/title/tt2267998/
OMG: Oh My God!,2012,2h 5min,8.1,Umesh Shukla,https://www.imdb.com/title/tt2283748/
PK,2014,2h 33min,8.1,Rajkumar Hirani,https://www.imdb.com/title/tt2338151/
Winter Sleep,2014,3h 16min,8.1,Nuri Bilge Ceylan,https://www.imdb.com/title/tt2758880/
Soul,2020,1h 40min,8.1,Pete Docter,https://www.imdb.com/title/tt2948372/
The Grand Budapest Hotel,2014,1h 39min,8.1,Wes Anderson,https://www.imdb.com/title/tt2278388/
Room,2015,1h 58min,8.1,Lenny Abrahamson,https://www.imdb.com/title/tt3170832/
Wild Tales,2014,2h 2min,8.1,Damián Szifron,https://www.imdb.com/title/tt3011894/
Logan,2017,2h 17min,8.1,James Mangold,https://www.imdb.com/title/tt3315342/
Mommy,2014,2h 19min,8.1,Xavier Dolan,https://www.imdb.com/title/tt3612616/
Haider,2014,2h 40min,8.1,Vishal Bhardwaj,https://www.imdb.com/title/tt3390572/
The Handmaiden,2016,2h 25min,8.1,Park Chan-Wook,https://www.imdb.com/title/tt4016934/
Ran,1985,2h 42min,8.2,Akira Kurosawa,https://www.imdb.com/title/tt0089881/
Raging Bull,1980,2h 9min,8.2,Martin Scorsese,https://www.imdb.com/title/tt0081398/
My Neighbor Totoro,1988,1h 26min,8.2,Hayao Miyazaki,https://www.imdb.com/title/tt0096283/
Indiana Jones and the Last Crusade,1989,2h 7min,8.2,Steven Spielberg,https://www.imdb.com/title/tt0097576/
Time of the Gypsies,1988,2h 22min,8.2,Emir Kusturica,https://www.imdb.com/title/tt0097223/
Die Hard,1988,2h 12min,8.2,John McTiernan,https://www.imdb.com/title/tt0095016/
Unforgiven,1992,2h 10min,8.2,Clint Eastwood,https://www.imdb.com/title/tt0105695/
Casino,1995,2h 58min,8.2,Martin Scorsese,https://www.imdb.com/title/tt0112641/
Heat,1995,2h 50min,8.2,Michael Mann,https://www.imdb.com/title/tt0113277/
The Bandit,1996,2h 8min,8.2,Yavuz Turgul,https://www.imdb.com/title/tt0116231/
L.A. Confidential,1997,2h 18min,8.2,Curtis Hanson,https://www.imdb.com/title/tt0119488/
"Lock, Stock and Two Smoking Barrels",1998,1h 47min,8.2,Guy Ritchie,https://www.imdb.com/title/tt0120735/
A Beautiful Mind,2001,2h 15min,8.2,Ron Howard,https://www.imdb.com/title/tt0268978/
Howl's Moving Castle,2004,1h 59min,8.2,Hayao Miyazaki,https://www.imdb.com/title/tt0347149/
Hera Pheri,2000,2h 36min,8.2,Priyadarshan,https://www.imdb.com/title/tt0242519/
Swades,2004,3h 9min,8.2,Ashutosh Gowariker,https://www.imdb.com/title/tt0367110/
Downfall,2004,2h 36min,8.2,Oliver Hirschbiegel,https://www.imdb.com/title/tt0363163/
Batman Begins,2005,2h 20min,8.2,Christopher Nolan,https://www.imdb.com/title/tt0372784/
Pan's Labyrinth,2006,1h 58min,8.2,Guillermo del Toro,https://www.imdb.com/title/tt0457430/
Black,2005,2h 2min,8.2,Sanjay Leela Bhansali,https://www.imdb.com/title/tt0375611/
There Will Be Blood,2007,2h 38min,8.2,Paul Thomas Anderson,https://www.imdb.com/title/tt0469494/
Toy Story 3,2010,1h 43min,8.2,Lee Unkrich,https://www.imdb.com/title/tt0435761/
Chak De! India,2007,2h 33min,8.2,Shimit Amin,https://www.imdb.com/title/tt0871510/
Miracle in Cell No. 7,2019,2h 12min,8.2,Mehmet Ada Öztekin,https://www.imdb.com/title/tt10431500/
The Wolf of Wall Street,2013,3h,8.2,Martin Scorsese,https://www.imdb.com/title/tt0993846/
Article 15,2019,2h 10min,8.2,Anubhav Sinha,https://www.imdb.com/title/tt10324144/
Up,2009,1h 36min,8.2,Pete Docter,https://www.imdb.com/title/tt1049413/
The Secret in Their Eyes,2009,2h 9min,8.2,Juan José Campanella,https://www.imdb.com/title/tt1305806/
Shutter Island,2010,2h 18min,8.2,Martin Scorsese,https://www.imdb.com/title/tt1130884/
Paan Singh Tomar,2012,2h 15min,8.2,Tigmanshu Dhulia,https://www.imdb.com/title/tt1620933/
Bhaag Milkha Bhaag,2013,3h 6min,8.2,Rakeysh Omprakash Mehra,https://www.imdb.com/title/tt2356180/
Gangs of Wasseypur,2012,5h 21min,8.2,Anurag Kashyap,https://www.imdb.com/title/tt1954470/
Zindagi Na Milegi Dobara,2011,2h 35min,8.2,Zoya Akhtar,https://www.imdb.com/title/tt1562872/
Tangerines,2013,1h 27min,8.2,Zaza Urushadze,https://www.imdb.com/title/tt2991224/
Queen,2013,2h 26min,8.2,Vikas Bahl,https://www.imdb.com/title/tt3322420/
Talvar,2015,2h 12min,8.2,Meghna Gulzar,https://www.imdb.com/title/tt4934950/
Drishyam,2015,2h 43min,8.2,Nishikant Kamat,https://www.imdb.com/title/tt4430212/
A Silent Voice: The Movie,2016,2h 10min,8.2,Naoko Yamada,https://www.imdb.com/title/tt5323662/
K.G.F: Chapter 1,2018,2h 36min,8.2,Prashanth Neel,https://www.imdb.com/title/tt7838252/
Baahubali 2: The Conclusion,2017,2h 47min,8.2,S.S. Rajamouli,https://www.imdb.com/title/tt4849438/
Klaus,2019,1h 36min,8.2,Sergio Pablos,https://www.imdb.com/title/tt4729430/
Andhadhun,2018,2h 19min,8.2,Sriram Raghavan,https://www.imdb.com/title/tt8108198/
Metropolis,1927,2h 33min,8.3,Fritz Lang,https://www.imdb.com/title/tt0017136/
The Kid,1921,1h 8min,8.3,Charles Chaplin,https://www.imdb.com/title/tt0012349/
Citizen Kane,1941,1h 59min,8.3,Orson Welles,https://www.imdb.com/title/tt0033467/
Double Indemnity,1944,1h 47min,8.3,Billy Wilder,https://www.imdb.com/title/tt0036775/
Uri: The Surgical Strike,2018,2h 18min,8.2,Aditya Dhar,https://www.imdb.com/title/tt8291224/
M,1931,1h 39min,8.3,Fritz Lang,https://www.imdb.com/title/tt0022100/
Ikiru,1952,2h 23min,8.3,Akira Kurosawa,https://www.imdb.com/title/tt0044741/
Green Book,2018,2h 10min,8.2,Peter Farrelly,https://www.imdb.com/title/tt6966692/
Bicycle Thieves,1948,1h 29min,8.3,Vittorio De Sica,https://www.imdb.com/title/tt0040522/
Singin' in the Rain,1952,1h 43min,8.3,Stanley Donen,https://www.imdb.com/title/tt0045152/
Vertigo,1958,2h 8min,8.3,Alfred Hitchcock,https://www.imdb.com/title/tt0052357/
Lawrence of Arabia,1962,3h 48min,8.3,David Lean,https://www.imdb.com/title/tt0056172/
North by Northwest,1959,2h 16min,8.3,Alfred Hitchcock,https://www.imdb.com/title/tt0053125/
The Apartment,1960,2h 5min,8.3,Billy Wilder,https://www.imdb.com/title/tt0053604/
Anand,1971,2h 2min,8.3,Hrishikesh Mukherjee,https://www.imdb.com/title/tt0066763/
To Kill a Mockingbird,1962,2h 9min,8.3,Robert Mulligan,https://www.imdb.com/title/tt0056592/
A Clockwork Orange,1971,2h 16min,8.3,Stanley Kubrick,https://www.imdb.com/title/tt0066921/
Taxi Driver,1976,1h 54min,8.3,Martin Scorsese,https://www.imdb.com/title/tt0075314/
The Sting,1973,2h 9min,8.3,George Roy Hill,https://www.imdb.com/title/tt0070735/
Das Boot,1981,2h 29min,8.3,Wolfgang Petersen,https://www.imdb.com/title/tt0082096/
Star Wars: Episode VI - Return of the Jedi,1983,2h 11min,8.3,Richard Marquand,https://www.imdb.com/title/tt0086190/
Scarface,1983,2h 50min,8.3,Brian De Palma,https://www.imdb.com/title/tt0086250/
Amadeus,1984,2h 40min,8.3,Milos Forman,https://www.imdb.com/title/tt0086879/
Come and See,1985,2h 22min,8.3,Elem Klimov,https://www.imdb.com/title/tt0091251/
Aliens,1986,2h 17min,8.3,James Cameron,https://www.imdb.com/title/tt0090605/
2001: A Space Odyssey,1968,2h 29min,8.3,Stanley Kubrick,https://www.imdb.com/title/tt0062622/
Reservoir Dogs,1992,1h 39min,8.3,Quentin Tarantino,https://www.imdb.com/title/tt0105236/
Braveheart,1995,2h 58min,8.3,Mel Gibson,https://www.imdb.com/title/tt0112573/
Good Will Hunting,1997,2h 6min,8.3,Gus Van Sant,https://www.imdb.com/title/tt0119217/
Toy Story,1995,1h 21min,8.3,John Lasseter,https://www.imdb.com/title/tt0114709/
American Beauty,1999,2h 2min,8.3,Sam Mendes,https://www.imdb.com/title/tt0169547/
Full Metal Jacket,1987,1h 56min,8.3,Stanley Kubrick,https://www.imdb.com/title/tt0093058/
Requiem for a Dream,2000,1h 42min,8.3,Darren Aronofsky,https://www.imdb.com/title/tt0180093/
Gladiator,2000,2h 35min,8.5,Ridley Scott,https://www.imdb.com/title/tt0172495/
The Departed,2006,2h 31min,8.5,Martin Scorsese,https://www.imdb.com/title/tt0407887/
The Prestige,2006,2h 10min,8.5,Christopher Nolan,https://www.imdb.com/title/tt0482571/
The Pianist,2002,2h 30min,8.5,Roman Polanski,https://www.imdb.com/title/tt0253474/
American History X,1998,1h 59min,8.5,Tony Kaye,https://www.imdb.com/title/tt0120586/
Children of Heaven,1997,1h 29min,8.3,Majid Majidi,https://www.imdb.com/title/tt0118849/
Whiplash,2014,1h 46min,8.5,Damien Chazelle,https://www.imdb.com/title/tt2582802/
Raatchasan,2018,2h 50min,8.5,Ram Kumar,https://www.imdb.com/title/tt7060344/
Seven Samurai,1954,3h 27min,8.6,Akira Kurosawa,https://www.imdb.com/title/tt0047478/
It's a Wonderful Life,1946,2h 10min,8.6,Frank Capra,https://www.imdb.com/title/tt0038650/
Hara-Kiri,1962,2h 13min,8.6,Masaki Kobayashi,https://www.imdb.com/title/tt0056058/
Pather Panchali,1955,2h 5min,8.6,Satyajit Ray,https://www.imdb.com/title/tt0048473/
The Intouchables,2011,1h 52min,8.5,Olivier Nakache,https://www.imdb.com/title/tt1675434/
Star Wars: Episode IV - A New Hope,1977,2h 1min,8.6,George Lucas,https://www.imdb.com/title/tt0076759/
The Green Mile,1999,3h 9min,8.6,Frank Darabont,https://www.imdb.com/title/tt0120689/
Life Is Beautiful,1997,1h 56min,8.6,Roberto Benigni,https://www.imdb.com/title/tt0118799/
Spirited Away,2001,2h 5min,8.6,Hayao Miyazaki,https://www.imdb.com/title/tt0245429/
Saving Private Ryan,1998,2h 49min,8.6,Steven Spielberg,https://www.imdb.com/title/tt0120815/
Interstellar,2014,2h 49min,8.6,Christopher Nolan,https://www.imdb.com/title/tt0816692/
One Flew Over the Cuckoo's Nest,1975,2h 13min,8.7,Milos Forman,https://www.imdb.com/title/tt0073486/
Parasite,2019,2h 12min,8.6,Bong Joon Ho,https://www.imdb.com/title/tt6751668/
Se7en,1995,2h 7min,8.6,David Fincher,https://www.imdb.com/title/tt0114369/
Goodfellas,1990,2h 26min,8.7,Martin Scorsese,https://www.imdb.com/title/tt0099685/
Star Wars: Episode V - The Empire Strikes Back,1980,2h 4min,8.7,Irvin Kershner,https://www.imdb.com/title/tt0080684/
The Silence of the Lambs,1991,1h 58min,8.6,Jonathan Demme,https://www.imdb.com/title/tt0102926/
The Matrix,1999,2h 16min,8.7,Lana Wachowski,https://www.imdb.com/title/tt0133093/
City of God,2002,2h 10min,8.6,Fernando Meirelles,https://www.imdb.com/title/tt0317248/
The Lord of the Rings: The Two Towers,2002,2h 59min,8.7,Peter Jackson,https://www.imdb.com/title/tt0167261/
"The Good, the Bad and the Ugly",1966,2h 58min,8.8,Sergio Leone,https://www.imdb.com/title/tt0060196/
Drishyam 2,2021,2h 32min,8.7,Jeethu Joseph,https://www.imdb.com/title/tt12361178/
Fight Club,1999,2h 19min,8.8,David Fincher,https://www.imdb.com/title/tt0137523/
Forrest Gump,1994,2h 22min,8.8,Robert Zemeckis,https://www.imdb.com/title/tt0109830/
The Lord of the Rings: The Fellowship of the Ring,2001,2h 58min,8.8,Peter Jackson,https://www.imdb.com/title/tt0120737/
Schindler's List,1993,3h 15min,8.9,Steven Spielberg,https://www.imdb.com/title/tt0108052/
The Lord of the Rings: The Return of the King,2003,3h 21min,8.9,Peter Jackson,https://www.imdb.com/title/tt0167260/
Pulp Fiction,1994,2h 34min,8.9,Quentin Tarantino,https://www.imdb.com/title/tt0110912/
Inception,2010,2h 28min,8.8,Christopher Nolan,https://www.imdb.com/title/tt1375666/
Soorarai Pottru,2020,2h 33min,9.1,Sudha Kongara,https://www.imdb.com/title/tt10189514/
The Godfather: Part II,1974,3h 22min,9,Francis Ford Coppola,https://www.imdb.com/title/tt0071562/
The Dark Knight,2008,2h 32min,9,Christopher Nolan,https://www.imdb.com/title/tt0468569/
12 Angry Men,1957,1h 36min,9,Sidney Lumet,https://www.imdb.com/title/tt0050083/
The Godfather,1972,2h 55min,9.2,Francis Ford Coppola,https://www.imdb.com/title/tt0068646/
